State,Case number,Vehicle count,People count IN,People count OUT,Day,Month,Year,Day of week,Hour,Minute
North Carolina,370962,2,2,0,17,8,2021,3,19,1
North Carolina,370963,2,3,0,2,8,2021,2,6,22
North Carolina,370964,1,1,0,5,8,2021,5,7,45
North Carolina,370965,2,3,0,21,8,2021,7,4,47
North Carolina,370966,3,8,0,26,8,2021,5,14,27
North Carolina,370967,1,3,0,26,8,2021,5,16,53
North Carolina,370968,1,4,0,14,8,2021,7,12,15
North Carolina,370969,1,1,0,19,8,2021,5,13,10
North Carolina,370970,1,1,1,6,8,2021,6,23,1
North Carolina,370971,1,1,1,7,8,2021,7,21,41
North Carolina,370972,1,2,0,2,8,2021,2,19,29
North Carolina,370973,1,1,0,11,8,2021,4,10,3
North Carolina,370974,2,2,0,13,8,2021,6,16,50
North Carolina,370975,2,2,0,24,8,2021,3,2,20
North Carolina,370976,1,1,0,25,8,2021,4,18,50
North Carolina,370977,2,3,0,27,8,2021,6,18,51
North Carolina,370978,1,1,0,28,8,2021,7,13,4
North Carolina,370979,1,1,0,21,8,2021,7,20,26
North Carolina,370980,1,2,0,21,8,2021,7,11,49
North Carolina,370981,2,2,0,22,8,2021,1,15,49
North Carolina,370982,1,4,0,20,8,2021,6,1,45
North Carolina,370983,1,1,0,29,8,2021,1,13,55
North Carolina,370984,1,1,0,26,8,2021,5,2,14
North Carolina,370985,1,1,1,11,9,2021,7,8,54
North Carolina,370986,2,8,0,6,9,2021,2,15,26
North Carolina,370987,1,1,0,9,9,2021,5,10,41
North Carolina,370988,1,2,0,25,9,2021,7,2,51
North Carolina,370989,1,1,1,24,9,2021,6,1,7
North Carolina,370990,1,1,1,7,9,2021,3,21,55
North Carolina,370991,1,1,1,6,9,2021,2,6,43
North Carolina,370992,1,1,1,26,9,2021,1,1,54
North Carolina,370993,2,2,1,9,9,2021,5,12,34
North Carolina,370994,1,1,1,27,9,2021,2,5,11
North Carolina,370995,3,3,1,10,9,2021,6,15,30
North Carolina,370996,2,2,0,17,9,2021,6,23,3
North Carolina,370997,1,1,0,12,9,2021,1,13,46
North Carolina,370998,2,3,0,23,9,2021,5,21,27
North Carolina,370999,1,1,0,14,9,2021,3,7,50
North Carolina,371000,1,1,0,30,9,2021,5,18,32
North Carolina,371001,2,2,0,20,9,2021,2,12,9
North Carolina,371002,2,4,0,5,9,2021,1,18,11
North Carolina,371003,1,2,0,6,9,2021,2,2,2
North Carolina,371004,1,3,0,27,9,2021,2,20,52
North Carolina,371005,1,2,0,7,9,2021,3,1,37
North Carolina,371006,2,2,0,17,9,2021,6,0,21
North Carolina,371007,4,4,0,24,9,2021,6,10,19
North Carolina,371008,1,1,0,27,9,2021,2,22,11
North Carolina,371009,1,1,0,12,9,2021,1,11,12
North Carolina,371010,1,2,0,10,9,2021,6,20,24
North Carolina,371011,1,1,1,7,9,2021,3,4,3
North Carolina,371012,1,1,0,22,9,2021,4,16,50
North Carolina,371013,2,2,0,15,9,2021,4,20,5
North Carolina,371014,2,2,0,28,9,2021,3,6,39
North Carolina,371015,2,3,0,19,9,2021,1,19,28
North Carolina,371016,1,1,0,18,9,2021,7,15,48
North Carolina,371017,1,1,0,19,9,2021,1,16,42
North Carolina,371018,1,1,1,25,9,2021,7,20,10
North Carolina,371019,1,1,0,3,9,2021,6,11,23
North Carolina,371020,2,3,0,7,9,2021,3,17,5
North Carolina,371021,1,1,0,13,9,2021,2,6,36
North Carolina,371022,2,3,0,17,9,2021,6,16,18
North Carolina,371023,1,1,0,28,9,2021,3,6,46
North Carolina,371024,1,1,0,30,9,2021,5,13,51
North Carolina,371025,2,2,0,9,9,2021,5,10,19
North Carolina,371026,2,2,0,24,9,2021,6,9,48
North Carolina,371027,2,2,1,5,9,2021,1,3,32
North Carolina,371028,1,1,1,7,9,2021,3,20,28
North Carolina,371029,1,1,0,13,9,2021,2,16,59
North Carolina,371030,3,4,0,17,9,2021,6,21,0
North Carolina,371031,1,1,1,28,9,2021,3,21,15
North Carolina,371032,2,9,0,10,9,2021,6,12,34
North Carolina,371033,1,2,1,4,9,2021,7,4,1
North Carolina,371035,1,1,0,23,9,2021,5,20,19
North Carolina,371036,2,2,0,3,9,2021,6,6,52
North Carolina,371037,1,2,1,29,9,2021,4,20,41
North Carolina,371038,1,1,0,13,9,2021,2,16,19
North Carolina,371039,1,1,0,5,9,2021,1,20,45
North Carolina,371040,1,1,0,6,9,2021,2,5,12
North Carolina,371041,1,1,0,5,9,2021,1,10,32
North Carolina,371042,1,1,1,14,9,2021,3,21,39
North Carolina,371043,1,1,0,17,9,2021,6,4,59
North Carolina,371044,4,5,0,20,9,2021,2,13,27
North Carolina,371045,1,2,0,12,9,2021,1,4,7
North Carolina,371046,1,1,0,5,9,2021,1,0,50
North Carolina,371047,1,1,0,5,9,2021,1,23,47
North Carolina,371048,3,4,0,6,9,2021,2,0,45
North Carolina,371049,2,2,0,5,9,2021,1,2,7
North Carolina,371050,1,1,1,10,9,2021,6,6,36
North Carolina,371051,2,2,0,10,9,2021,6,21,10
North Carolina,371052,2,6,0,5,9,2021,1,20,21
North Carolina,371053,2,5,0,1,9,2021,4,22,55
North Carolina,371054,2,2,0,15,9,2021,4,22,58
North Carolina,371055,2,3,0,17,9,2021,6,20,51
North Carolina,371056,1,1,0,25,9,2021,7,2,10
North Carolina,371057,1,1,1,17,9,2021,6,10,1
North Carolina,371058,3,2,0,29,9,2021,4,0,1
North Carolina,371059,2,2,0,5,9,2021,1,0,56
North Carolina,371060,1,1,0,28,9,2021,3,12,16
North Carolina,371061,1,1,0,15,9,2021,4,18,0
North Carolina,371062,1,1,0,21,9,2021,3,13,9
North Carolina,371063,1,1,1,9,9,2021,5,21,5
North Carolina,371064,2,2,0,23,9,2021,5,18,22
North Carolina,371065,2,2,1,19,9,2021,1,0,52
North Carolina,371066,1,2,0,18,9,2021,7,2,15
North Carolina,371067,2,2,0,14,9,2021,3,9,39
North Carolina,371068,2,6,0,25,9,2021,7,3,13
North Carolina,371069,1,2,1,1,9,2021,4,5,52
North Carolina,371070,2,2,0,29,9,2021,4,16,1
North Carolina,371071,1,1,1,16,9,2021,5,20,48
North Carolina,371072,2,6,0,19,9,2021,1,18,53
North Carolina,371073,2,2,0,13,9,2021,2,20,37
North Carolina,371074,1,1,0,8,9,2021,4,14,47
North Carolina,371075,2,3,0,16,9,2021,5,16,3
North Carolina,371076,1,4,1,17,9,2021,6,20,19
North Carolina,371077,1,1,0,23,9,2021,5,3,34
North Carolina,371078,2,2,0,23,9,2021,5,10,0
North Carolina,371079,2,2,0,24,9,2021,6,11,6
North Carolina,371080,2,2,0,3,9,2021,6,22,12
North Carolina,371081,1,1,0,8,9,2021,4,21,24
North Carolina,371082,1,1,0,4,9,2021,7,14,46
North Carolina,371083,2,4,0,13,9,2021,2,7,42
North Carolina,371084,2,2,0,24,9,2021,6,17,42
North Carolina,371085,2,2,0,30,9,2021,5,20,9
North Carolina,371086,2,5,0,12,9,2021,1,20,30
North Carolina,371087,1,1,0,16,9,2021,5,12,26
North Carolina,371088,1,1,0,8,9,2021,4,14,24
North Carolina,371089,2,2,0,3,9,2021,6,15,38
North Carolina,371090,1,1,0,21,9,2021,3,14,30
North Carolina,371091,2,4,0,25,9,2021,7,21,27
North Carolina,371092,2,2,0,12,9,2021,1,18,7
North Carolina,371093,2,2,0,25,9,2021,7,14,5
North Carolina,371094,2,2,0,11,9,2021,7,9,15
North Carolina,371095,3,7,0,6,9,2021,2,17,24
North Carolina,371096,1,1,1,7,9,2021,3,17,17
North Carolina,371097,3,4,0,16,9,2021,5,17,58
North Carolina,371098,3,3,0,24,9,2021,6,6,39
North Carolina,371099,1,1,1,29,9,2021,4,0,34
North Carolina,371100,1,1,0,29,9,2021,4,6,55
North Carolina,371101,2,2,0,28,9,2021,3,19,56
North Carolina,371102,1,1,0,25,9,2021,7,12,34
North Carolina,371103,2,1,1,5,9,2021,1,3,55
North Carolina,371104,2,3,0,24,9,2021,6,18,37
North Carolina,371105,2,3,0,30,9,2021,5,10,16
North Carolina,371106,2,2,0,1,10,2021,6,6,51
North Carolina,371107,1,1,0,20,10,2021,4,11,34
North Carolina,371108,1,1,0,6,10,2021,4,8,9
North Carolina,371109,2,4,0,18,10,2021,2,19,18
North Carolina,371110,1,1,0,25,10,2021,2,19,6
North Carolina,371111,1,2,0,8,10,2021,6,0,11
North Carolina,371112,1,1,0,6,10,2021,4,8,29
North Carolina,371113,1,1,0,2,10,2021,7,7,49
North Carolina,371114,1,1,0,3,10,2021,1,18,38
North Carolina,371115,2,7,0,30,10,2021,7,7,52
North Carolina,371116,2,3,0,5,10,2021,3,18,26
North Carolina,371117,1,1,0,22,10,2021,6,14,35
North Carolina,371118,1,1,0,23,10,2021,7,14,55
North Carolina,371119,1,1,1,20,10,2021,4,15,48
North Carolina,371120,1,2,1,23,10,2021,7,19,30
North Carolina,371121,2,2,0,2,10,2021,7,13,6
North Carolina,371122,2,2,0,11,10,2021,2,21,6
North Carolina,371123,2,3,0,24,10,2021,1,20,10
North Carolina,371124,2,2,0,27,10,2021,4,19,1
North Carolina,371125,1,1,0,3,10,2021,1,9,50
North Carolina,371126,1,1,0,13,10,2021,4,9,8
North Carolina,371127,3,3,0,21,10,2021,5,15,12
North Carolina,371128,1,1,0,24,10,2021,1,0,26
North Carolina,371129,1,1,0,6,10,2021,4,10,34
North Carolina,371130,1,1,0,15,10,2021,6,5,52
North Carolina,371131,2,6,0,17,10,2021,1,13,45
North Carolina,371132,1,1,0,7,10,2021,5,9,28
North Carolina,371133,4,7,0,4,10,2021,2,13,38
North Carolina,371134,3,3,0,17,10,2021,1,19,52
North Carolina,371135,2,2,0,25,10,2021,2,13,51
North Carolina,371136,3,4,0,6,10,2021,4,14,48
North Carolina,371137,1,1,1,10,10,2021,1,20,23
North Carolina,371138,1,1,0,21,10,2021,5,2,11
North Carolina,371139,2,5,0,23,10,2021,7,18,0
North Carolina,371140,2,3,0,4,10,2021,2,19,54
North Carolina,371141,2,2,0,13,10,2021,4,4,52
North Carolina,371142,2,3,0,28,10,2021,5,18,19
North Carolina,371143,1,1,1,30,10,2021,7,20,46
North Carolina,371144,2,2,0,19,10,2021,3,19,17
North Carolina,371145,2,4,0,29,10,2021,6,18,13
North Carolina,371146,1,1,0,10,1,2021,1,15,0
North Carolina,371147,1,1,0,10,10,2021,1,12,10
North Carolina,371148,2,2,0,23,10,2021,7,12,7
North Carolina,371149,1,1,1,8,10,2021,6,20,30
North Carolina,371150,2,2,0,16,10,2021,7,1,35
North Carolina,371151,2,2,0,16,10,2021,7,9,41
North Carolina,371152,1,1,0,22,10,2021,6,2,49
North Carolina,371153,1,1,1,22,10,2021,6,15,25
North Carolina,371154,1,1,0,9,10,2021,7,16,18
North Carolina,371155,1,2,0,10,10,2021,1,0,39
North Carolina,371156,2,8,0,2,10,2021,7,14,56
North Carolina,371157,2,2,0,11,10,2021,2,6,3
North Carolina,371158,1,2,0,13,10,2021,4,23,34
North Carolina,371159,2,2,0,22,10,2021,6,16,8
North Carolina,371160,1,1,1,23,10,2021,7,20,23
North Carolina,371161,3,8,0,28,10,2021,5,21,17
North Carolina,371162,2,2,0,8,10,2021,6,20,18
North Carolina,371163,1,2,0,31,10,2021,1,19,56
North Carolina,371164,2,2,0,30,10,2021,7,20,6
North Carolina,371165,2,2,0,7,10,2021,5,15,38
North Carolina,371166,2,2,1,15,10,2021,6,14,6
North Carolina,371167,3,6,0,23,10,2021,7,17,16
North Carolina,371168,2,3,0,8,10,2021,6,16,49
North Carolina,371169,1,1,1,13,10,2021,4,4,52
North Carolina,371170,1,1,0,31,10,2021,1,7,32
North Carolina,371171,3,5,0,10,10,2021,1,6,25
North Carolina,371172,2,2,0,14,10,2021,5,14,1
North Carolina,371173,1,1,0,28,10,2021,5,4,24
North Carolina,371174,1,1,1,26,10,2021,3,22,31
North Carolina,371175,1,1,0,7,10,2021,5,17,50
North Carolina,371176,2,4,0,22,10,2021,6,17,36
North Carolina,371177,1,1,0,16,10,2021,7,16,16
North Carolina,371178,1,3,0,17,10,2021,1,22,15
North Carolina,371179,1,1,0,3,10,2021,1,18,34
North Carolina,371180,4,5,0,6,10,2021,4,5,52
North Carolina,371181,2,2,0,15,10,2021,6,7,6
North Carolina,371182,6,9,0,18,10,2021,2,11,20
North Carolina,371183,2,4,0,4,10,2021,2,14,39
North Carolina,371184,1,2,0,23,10,2021,7,23,11
North Carolina,371185,1,4,0,5,10,2021,3,14,2
North Carolina,371186,2,2,0,29,10,2021,6,17,43
North Carolina,371187,2,1,1,9,10,2021,7,16,8
North Carolina,371188,1,1,1,24,10,2021,1,0,29
North Carolina,371189,2,2,0,23,10,2021,7,4,53
North Carolina,371190,2,5,0,21,10,2021,5,12,13
North Carolina,371191,2,2,0,30,10,2021,7,1,10
North Carolina,371192,3,3,0,25,10,2021,2,14,10
North Carolina,371193,2,2,0,27,9,2021,2,1,32
North Carolina,371194,1,1,0,25,10,2021,2,13,17
North Carolina,371195,1,1,1,21,10,2021,5,19,57
North Carolina,371196,1,3,0,30,10,2021,7,14,22
North Carolina,371197,2,2,0,20,10,2021,4,3,57
North Carolina,371198,1,1,0,21,10,2021,5,5,3
North Carolina,371199,1,1,1,10,10,2021,1,0,1
North Carolina,371200,2,3,0,11,10,2021,2,6,36
North Carolina,371201,1,1,0,15,10,2021,6,2,57
North Carolina,371202,1,1,0,24,10,2021,1,20,30
North Carolina,371203,1,1,1,29,10,2021,6,23,50
North Carolina,371204,2,3,0,13,10,2021,4,20,20
North Carolina,371205,2,2,1,16,10,2021,7,2,26
North Carolina,371206,1,1,0,16,10,2021,7,15,0
North Carolina,371207,1,1,0,17,10,2021,1,7,53
North Carolina,371208,1,1,0,31,10,2021,1,7,48
North Carolina,371209,1,1,1,12,10,2021,3,22,51
North Carolina,371210,1,1,1,3,10,2021,1,6,27
North Carolina,371211,1,2,0,19,10,2021,3,22,1
North Carolina,371212,1,1,0,24,10,2021,1,22,45
North Carolina,371213,1,1,0,30,10,2021,7,14,12
North Carolina,371214,1,1,1,22,10,2021,6,7,18
North Carolina,371215,1,1,1,18,10,2021,2,12,53
North Carolina,371216,3,3,0,16,10,2021,7,12,15
North Carolina,371217,1,1,0,11,10,2021,2,8,42
North Carolina,371218,1,1,0,26,10,2021,3,14,44
North Carolina,371219,1,1,0,2,10,2021,7,22,20
North Carolina,371220,1,1,0,13,10,2021,4,14,36
North Carolina,371221,2,2,0,7,10,2021,5,11,9
North Carolina,371222,7,7,0,19,10,2021,3,14,51
North Carolina,371223,2,2,0,27,10,2021,4,9,35
North Carolina,371224,1,2,0,27,10,2021,4,16,34
North Carolina,371225,2,6,0,12,10,2021,3,17,19
North Carolina,371226,2,5,0,28,10,2021,5,7,48
North Carolina,371227,1,1,0,8,10,2021,6,20,35
North Carolina,371228,2,4,0,11,10,2021,2,16,59
North Carolina,371229,2,2,0,14,10,2021,5,14,4
North Carolina,371230,2,5,0,29,10,2021,6,8,46
North Carolina,371231,2,3,0,10,10,2021,1,1,36
North Carolina,371232,1,1,0,11,10,2021,2,21,22
North Carolina,371233,3,3,1,17,10,2021,1,2,41
North Carolina,371234,1,1,0,28,10,2021,5,8,5
North Carolina,371235,1,1,0,26,10,2021,3,20,49
North Carolina,371236,2,3,0,3,10,2021,1,11,21
North Carolina,371237,1,1,0,3,10,2021,1,1,30
North Carolina,371238,1,1,1,9,10,2021,7,8,28
North Carolina,371239,2,2,0,14,10,2021,5,13,13
North Carolina,371240,1,1,0,29,10,2021,6,16,45
North Carolina,371241,2,2,0,16,10,2021,7,17,9
North Carolina,371242,2,2,0,31,10,2021,1,14,47
North Carolina,371243,2,2,0,30,11,2021,3,17,28
North Carolina,371244,2,2,0,12,11,2021,6,5,31
North Carolina,371245,2,2,0,19,11,2021,6,11,1
North Carolina,371246,1,2,1,13,11,2021,7,20,29
North Carolina,371247,1,1,0,30,11,2021,3,14,39
North Carolina,371248,1,1,1,4,11,2021,5,22,28
North Carolina,371249,1,2,0,8,11,2021,2,16,29
North Carolina,371250,2,2,0,16,6,2021,4,16,15
North Carolina,371251,1,1,0,16,6,2021,4,4,50
North Carolina,371252,2,2,0,19,8,2021,5,0,38
North Carolina,371253,1,4,0,13,7,2021,3,23,10
North Carolina,371254,1,2,1,16,7,2021,6,22,28
North Carolina,371255,1,1,0,29,8,2021,1,20,53
North Carolina,371256,1,3,0,23,11,2021,3,17,32
North Carolina,371257,1,1,0,25,11,2021,5,4,4
North Carolina,371258,3,3,0,30,11,2021,3,8,33
North Carolina,371259,1,1,0,21,11,2021,1,3,29
North Carolina,371260,1,1,1,6,11,2021,7,11,13
North Carolina,371261,1,1,1,19,11,2021,6,19,48
North Carolina,371262,2,4,0,19,11,2021,6,23,15
North Carolina,371263,1,1,0,23,11,2021,3,22,47
North Carolina,371264,2,3,2,8,11,2021,2,2,27
North Carolina,371265,4,5,0,24,11,2021,4,17,22
North Carolina,371266,2,3,0,22,11,2021,2,13,42
North Carolina,371267,4,3,1,29,10,2021,6,7,20
North Carolina,371268,2,3,1,7,11,2021,1,2,43
North Carolina,371269,2,2,0,19,11,2021,6,17,6
North Carolina,371270,3,6,0,12,11,2021,6,15,21
North Carolina,371271,2,5,0,4,11,2021,5,10,48
North Carolina,371272,1,1,0,25,11,2021,5,11,2
North Carolina,371273,1,1,0,2,11,2021,3,1,58
North Carolina,371274,1,1,1,12,11,2021,6,12,20
North Carolina,371275,1,6,0,9,11,2021,3,14,33
North Carolina,371276,2,2,0,14,11,2021,1,5,34
North Carolina,371277,2,2,0,27,11,2021,7,10,9
North Carolina,371278,2,3,0,4,11,2021,5,9,11
North Carolina,371279,2,4,0,2,11,2021,3,8,42
North Carolina,371280,2,2,0,8,11,2021,2,16,11
North Carolina,371281,1,5,0,2,11,2021,3,7,0
North Carolina,371282,1,1,0,11,11,2021,5,23,28
North Carolina,371283,2,2,0,18,11,2021,5,10,17
North Carolina,371284,1,2,0,6,11,2021,7,3,24
North Carolina,371285,1,2,0,6,11,2021,7,20,20
North Carolina,371286,2,4,0,12,11,2021,6,18,6
North Carolina,371287,1,1,0,14,11,2021,1,0,12
North Carolina,371288,2,2,0,25,11,2021,5,20,2
North Carolina,371289,1,1,1,29,11,2021,2,17,5
